V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_cZwB6suH4DsPuNT,Default Response Set,Anonymous,,,69.46.226.5,0,2015-03-20 02:03:37,2015-03-20 02:06:41,1,1277752684,iZXUO4qzTRRn2PeL_qB3KQ**,27197,Qual712-0618WaterUtilities,1,,184,19204622813323,1,3,1,1,1,7,7,7,2,6,2,6,2,For cooking and filling a filtered water pitcher.,1,1,1,7,6,7,5,5,7,7,4,4,4,4,4,4,7,4,4,4,7,N/A,42.380004882812,-71.13289642334,-1
R_3fpuD3ZUEmSlkNL,Default Response Set,Anonymous,,,75.67.146.228,0,2015-03-20 02:02:53,2015-03-20 02:06:59,1,1277884075,iZXUO4qzTRSmGE4q8SrBBg**,27197,Qual712-0618WaterUtilities,1,,246,19206597620053,1,3,1,1,1,7,7,7,4,4,4,4,4,cleaning,4,1,1,7,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,,42.064697265625,-70.798599243164,-1
R_5uIH4ivZorqpf0x,Default Response Set,Anonymous,,,96.229.50.243,0,2015-03-20 02:05:31,2015-03-20 02:07:52,1,1277959501,iZXUO4qzTRSEgbJgrKdCgQ**,27197,Qual712-0618WaterUtilities,2,attention,141,,1,1,1,4,5,5,5,5,4,4,3,5,6,Hygiene,4,4,0,,,,,,,,,,,,,,,,,,,,33.831497192383,-118.18470001221,-1
R_6Ee7DgdJwODqHZ3,Default Response Set,Anonymous,,,174.67.241.58,0,2015-03-20 02:06:29,2015-03-20 02:07:54,1,1173845180,iZXUO4qzTRS9azRtiAzQhA**,27197,Qual712-0618WaterUtilities,1,,85,17642893028203,1,1,1,5,4,4,4,4,3,5,4,4,4,good that we have it,1,1,1,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4,,33.751602172852,-117.77159881592,-1
R_9BRqZ1grGmqcdeZ,Default Response Set,Anonymous,,,18.198.0.93,0,2015-03-20 02:05:44,2015-03-20 02:08:34,1,1277421156,iZXUO4qzTRR1gvKb5EgIbA**,27197,Qual712-0618WaterUtilities,1,,170,19199639947483,1,3,1,1,1,7,7,7,5,4,2,5,4,"Showering, dishes, drinking, toilet, sanitary purposes, etc.",3,1,1,7,6,5,6,3,4,5,4,6,4,4,4,4,2,4,4,4,4,"I rent, so I don't pay for water. I have no idea who supplies my water or what the deal is with it.",42.364593505859,-71.102798461914,-1
R_0V8CgbmzrPTjny5,Default Response Set,Anonymous,,,98.245.13.232,0,2015-03-20 02:04:47,2015-03-20 02:09:07,1,1276016761,iZXUO4qzTRS69NKrRW7maQ**,27197,Qual712-0618WaterUtilities,1,,260,19178531890633,1,2,1,1,1,7,7,7,6,2,2,2,2,Drinking and cooking.,2,1,1,6,5,7,7,6,6,6,6,6,6,6,6,4,6,6,6,5,6,We have always had good service.,39.91340637207,-105.00749969482,-1
R_a4B7NNiWk89PgS9,Default Response Set,Anonymous,,,207.244.72.195,0,2015-03-20 02:04:48,2015-03-20 02:09:34,1,1278147670,iZXUO4qzTRTMBB0wJv11WA**,27197,Qual712-0618WaterUtilities,1,,286,19210559452903,1,2,1,4,3,2,3,3,1,3,3,2,2,DANSMGAE WINWAKER AKKE KREYGASM,6,5,1,5,5,5,6,5,6,4,6,5,6,6,4,5,5,4,4,6,6,aiskñdjha sdljhagsb djkhasbdkjashdgvb klauhdb kjashd khqwyb dkjahsdgjkatusdv kqawjhedvasghdv kasgu,38.793197631836,-77.536598205566,-1
R_0js7eEDj2sASznD,Default Response Set,Anonymous,,,140.226.98.114,0,2015-03-20 02:12:20,2015-03-20 02:14:21,1,1250047561,iZXUO4qzTRRI2J6roh3tAQ**,27197,Qual712-0618WaterUtilities,1,,121,18788214814633,1,2,1,2,4,5,5,6,5,4,4,5,3,for cooking,3,2,1,5,3,5,5,4,4,5,5,5,5,5,5,5,4,5,3,5,4,,39.746704101562,-104.83840179443,-1
R_0OL8FcTD6VziCy1,Default Response Set,Anonymous,,,172.56.16.248,0,2015-03-20 02:08:53,2015-03-20 02:14:42,1,1277468311,iZXUO4qzTRQkiaf7aLJ49g**,27197,Qual712-0618WaterUtilities,1,,349,19200348687133,1,1,1,1,2,7,6,7,7,6,4,2,5,Showers,1,1,1,6,7,5,5,6,6,6,7,7,6,5,5,7,6,7,6,7,5,Tgere a great company,34.052200317383,-118.24369812012,-1
R_bwlL0PMDL3ITVPL,Default Response Set,Anonymous,,,72.159.151.72,0,2015-03-20 02:13:21,2015-03-20 02:15:37,1,1248468082,iZXUO4qzTRRWxlMeov8S8w**,27197,Qual712-0618WaterUtilities,1,,136,18764475245263,1,1,1,6,2,6,6,6,5,5,3,6,2,Drinking it,1,1,1,6,5,6,5,5,5,6,5,5,5,4,5,5,4,6,6,5,4,I like my water provider,34.140396118164,-81.336898803711,-1
R_4NGXHYUAMfdwkgR,Default Response Set,Anonymous,,,100.32.6.205,0,2015-03-20 02:11:39,2015-03-20 02:15:43,1,1264381142,iZXUO4qzTRQmvPTUt9-afA**,27197,Qual712-0618WaterUtilities,1,,244,19003648537063,1,1,1,1,1,4,7,4,3,4,2,5,4,Hygiene ,1,1,1,7,6,7,5,7,6,6,4,7,5,6,7,4,5,4,7,5,6,na,34.099502563477,-117.58079528809,-1
R_9LEQXqTuwJ6nwjP,Default Response Set,Anonymous,,,108.207.76.121,0,2015-03-20 02:15:37,2015-03-20 02:15:58,1,1254374471,iZXUO4qzTRRr2Z9xbfYvEg**,27197,Qual712-0618WaterUtilities,2,otherCity,21,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.64860534668,-117.91859436035,-1
R_eDuYpILTHAO4PUV,Default Response Set,Anonymous,,,75.149.128.121,0,2015-03-20 02:04:03,2015-03-20 02:16:50,1,1277756093,iZXUO4qzTRTmz0XeQd2fcA**,27197,Qual712-0618WaterUtilities,1,,767,19204674050593,1,3,1,1,1,6,7,7,4,4,4,6,6,"Cleaning dishes, hydration",4,1,1,7,7,6,6,7,4,6,4,4,4,6,4,4,6,4,4,4,4,,42.358200073242,-71.05069732666,-1
R_8BWkYbXzR8QRUtn,Default Response Set,Anonymous,,,70.196.202.114,0,2015-03-20 02:04:07,2015-03-20 02:17:45,1,1079194165,iZXUO4qzTRQkVjkDaafJLg**,27197,Qual712-0618WaterUtilities,1,,818,16220288272753,1,2,1,1,4,5,7,7,4,7,5,6,5,Washing - dishes and clothes.,1,1,1,7,7,7,5,7,6,7,4,7,4,7,4,4,5,4,7,4,5,,39.731994628906,-104.98390197754,-1
R_38fPeRQJfa02WmF,Default Response Set,Anonymous,,,24.60.110.130,0,2015-03-20 02:02:42,2015-03-20 02:24:31,1,1194177300,iZXUO4qzTRS3O--bD6Kuxg**,27197,Qual712-0618WaterUtilities,1,,1309,17948484791803,1,3,1,1,2,6,6,7,4,2,3,2,6,"drinking water, dishes, showers",3,1,1,7,3,4,2,5,5,7,4,4,4,4,4,4,4,4,4,4,4,,42.087600708008,-71.407302856445,-1
R_b4qd83cZRT61vDL,Default Response Set,Anonymous,,,70.88.194.82,0,2015-03-20 02:45:30,2015-03-20 02:48:02,1,1131979113,iZXUO4qzTRTzbCI0ufa2jA**,27197,Qual712-0618WaterUtilities,1,,152,17013646041193,1,3,1,1,1,6,7,7,1,7,2,7,4,washing dishes and clothes,1,1,1,7,6,7,6,7,6,7,7,6,6,7,7,6,6,7,7,7,7,good service,42.184692382812,-71.122001647949,-1
R_ezkOlcyUK9kY6ah,Default Response Set,Anonymous,,,172.56.20.35,0,2015-03-20 02:47:24,2015-03-20 02:48:10,1,1277759627,iZXUO4qzTRTIs7lLmdUHpg**,27197,Qual712-0618WaterUtilities,2,noTapWater,46,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_8d0326nm3Hj7hMp,Default Response Set,Anonymous,,,216.47.226.178,0,2015-03-20 02:46:37,2015-03-20 02:48:53,1,1131902129,iZXUO4qzTRTDFkkxlWPQLw**,27197,Qual712-0618WaterUtilities,1,,136,17012488971673,1,3,1,1,1,7,7,7,6,4,1,3,4,"It has multiple uses for drinking, cleaning, heating",1,1,1,6,6,6,6,6,6,6,4,6,4,4,4,4,5,4,7,4,6,n/a,42.360504150391,-71.054801940918,-1
R_6VTPKFTIFU13Det,Default Response Set,Anonymous,,,50.169.151.202,0,2015-03-20 02:44:58,2015-03-20 02:49:00,1,1192157677,iZXUO4qzTRTPNj7Zsi0fQw**,27197,Qual712-0618WaterUtilities,1,,242,17918129858113,1,3,1,1,1,7,7,7,5,3,7,3,2,We fill our filtered water picture to drink it.,1,1,1,7,5,3,5,5,7,6,4,7,4,6,5,3,4,6,4,4,4,Thank you for this survey.,42.20930480957,-70.932601928711,-1
R_eKi3nvoeA7cUsEl,Default Response Set,Anonymous,,,71.196.228.111,0,2015-03-20 02:46:48,2015-03-20 02:49:18,1,1131855873,iZXUO4qzTRSZkHRbSzE9QA**,27197,Qual712-0618WaterUtilities,1,,150,17011793743993,1,2,1,1,2,5,7,7,2,6,4,6,4,drinking and cooking,1,2,1,7,7,7,6,6,5,6,5,6,5,6,5,5,5,4,5,5,4,,39.861999511719,-105.14350128174,-1
R_e5MGLVlpiOwEqyN,Default Response Set,Anonymous,,,216.118.190.9,0,2015-03-20 02:45:48,2015-03-20 02:49:18,1,1254586997,iZXUO4qzTRRn0JPMU3J4zg**,27197,Qual712-0618WaterUtilities,1,,210,18856442537713,1,3,1,1,2,6,6,6,2,4,4,7,1,bathing and washing clothes,1,1,1,6,5,3,3,6,6,6,4,6,4,4,4,4,5,4,5,4,6,,42.33659362793,-71.072601318359,-1
R_2hMgH4e1qcO8y1L,Default Response Set,Anonymous,,,67.217.179.100,0,2015-03-20 02:48:25,2015-03-20 02:51:32,1,1278679344,iZXUO4qzTRRIJ4lWO6SISA**,27197,Qual712-0618WaterUtilities,1,,187,19218550513123,1,3,1,1,3,5,5,7,4,5,2,4,4,drinking,2,2,1,7,6,6,6,7,6,6,6,6,5,7,6,6,5,6,7,6,6,None,38.831802368164,-77.288803100586,-1
R_0lk1treE4813mkJ,Default Response Set,Anonymous,,,73.149.244.145,0,2015-03-20 02:46:39,2015-03-20 02:51:37,1,1264572331,iZXUO4qzTRS2l-CZrtVH8g**,27197,Qual712-0618WaterUtilities,1,,298,19006522107733,1,3,1,1,3,5,6,7,4,6,2,4,4,Cooking and bathing,3,1,1,6,6,6,5,5,5,7,4,5,4,4,4,4,4,4,5,4,3,,38,-97,-1
R_2ic1ld1Oer6WB8x,Default Response Set,Anonymous,,,24.128.100.249,0,2015-03-20 02:52:38,2015-03-20 02:52:59,1,1074523203,iZXUO4qzTRTUbfbvdOyeAw**,27197,Qual712-0618WaterUtilities,2,otherCity,21,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.794998168945,-71.225601196289,-1
R_bsEqwRmR1ebZm0R,Default Response Set,Anonymous,,,24.62.129.215,0,2015-03-20 02:48:47,2015-03-20 02:52:59,1,1277772405,iZXUO4qzTRR776KZhHSpPw**,27197,Qual712-0618WaterUtilities,1,,252,19204919219953,1,3,1,3,4,5,6,6,3,6,5,5,5,Drinking,4,1,1,6,6,6,5,3,4,4,4,5,5,5,4,4,3,4,5,4,4,,42.467498779297,-71.01309967041,-1
R_9ttmoQd3nPl1EPP,Default Response Set,Anonymous,,,173.13.105.105,0,2015-03-20 02:52:16,2015-03-20 02:53:06,1,1236008228,iZXUO4qzTRR0xQuwRhdEaQ**,27197,Qual712-0618WaterUtilities,,,50,,1,3,1,6,6,4,6,3,3,2,4,2,4,Water for cooking,,,,,,,,,,,,,,,,,,,,,,,42.111206054688,-70.712699890137,-1
R_e5TSmKT2YHHfHMN,Default Response Set,Anonymous,,,108.49.58.194,0,2015-03-20 02:48:58,2015-03-20 02:53:09,1,1145097036,iZXUO4qzTRSjC425oPvvxA**,27197,Qual712-0618WaterUtilities,,,251,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.636306762695,-70.940399169922,-1
R_6o2iRXIu2RVQaKV,Default Response Set,Anonymous,,,64.47.206.34,0,2015-03-20 02:53:53,2015-03-20 02:54:10,1,1238937282,iZXUO4qzTRTKXjY0BUGs4A**,27197,Qual712-0618WaterUtilities,,,17,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.350006103516,-71.226898193359,-1
R_9Nsqh2073UsMU3X,Default Response Set,Anonymous,,,173.162.182.233,0,2015-03-20 02:50:51,2015-03-20 02:54:17,1,1271466996,iZXUO4qzTRRD0f8C3WDa4w**,27197,Qual712-0618WaterUtilities,,,206,,1,3,1,7,1,7,7,7,7,1,1,1,1,washing,1,1,1,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,no,42.361602783203,-71.067398071289,-1
R_3rV7atiXgHeasxT,Default Response Set,Anonymous,,,104.129.78.46,0,2015-03-20 02:48:26,2015-03-20 02:54:43,1,1277777668,iZXUO4qzTRTp5a5jDaebLg**,27197,Qual712-0618WaterUtilities,,,377,,1,3,1,1,2,4,7,7,4,4,1,4,4,drinking,1,2,1,7,7,7,7,6,7,6,4,4,4,4,4,4,4,4,6,4,4,,42.33659362793,-71.072601318359,-1
R_eVs8LtmuXh0LIqN,Default Response Set,Anonymous,,,50.195.17.37,0,2015-03-20 02:54:20,2015-03-20 02:55:09,1,1278674472,iZXUO4qzTRTc0OcMksWtzQ**,27197,Qual712-0618WaterUtilities,,,49,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.39079284668,-71.092498779297,-1
R_88FkxxH2VxvP3wh,Default Response Set,Anonymous,,,73.218.60.186,0,2015-03-20 02:55:34,2015-03-20 02:56:09,1,1278159995,iZXUO4qzTRSHjfTh28uLPg**,27197,Qual712-0618WaterUtilities,2,otherCity,35,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.165802001953,-70.95059967041,-1
R_9ufPBDDhEkRyZxz,Default Response Set,Anonymous,,,170.223.169.47,0,2015-03-20 02:56:09,2015-03-20 02:56:19,1,1277751167,iZXUO4qzTRQgk9L_vwT5_Q**,27197,Qual712-0618WaterUtilities,,,10,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.457397460938,-71.217796325684,-1
R_3z0AkXetopCcRWl,Default Response Set,Anonymous,,,75.67.89.233,0,2015-03-20 02:55:55,2015-03-20 02:56:22,1,1277746074,iZXUO4qzTRQ5Vndrikznsw**,27197,Qual712-0618WaterUtilities,,,27,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.050201416016,-70.694999694824,-1
R_ezABmnssU5xBBLn,Default Response Set,Anonymous,,,108.231.241.230,0,2015-03-20 02:53:02,2015-03-20 02:56:58,1,1132090999,iZXUO4qzTRRMTxb5dYzWkg**,27197,Qual712-0618WaterUtilities,1,,236,17015327687773,1,1,1,1,1,7,7,7,5,4,1,4,4,"I drink alot of it. So, it is useful for me to drink, to make coffee, tea and other water based recipes. My dog and cat have to have water. They get tap water. Good to use on indoor plants",3,1,1,7,6,6,6,6,6,6,5,6,6,5,5,6,6,5,5,6,6,,34.232192993164,-118.34480285645,-1
R_8bPowhhPP6hWdXn,Default Response Set,Anonymous,,,170.63.120.104,0,2015-03-20 02:56:52,2015-03-20 02:57:09,1,1264706405,iZXUO4qzTRSkyIsDUHEQ0A**,27197,Qual712-0618WaterUtilities,,,17,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15119934082,-71.256896972656,-1
R_3egRXt89yBUmr2Z,Default Response Set,Anonymous,,,74.104.139.67,0,2015-03-20 02:56:53,2015-03-20 02:57:22,1,1277782007,iZXUO4qzTRR37vFhkqNm8Q**,27197,Qual712-0618WaterUtilities,2,otherCity,29,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.184692382812,-71.122001647949,-1
R_06tmZQgv9vvX5lP,Default Response Set,Anonymous,,,100.0.180.144,0,2015-03-20 02:57:00,2015-03-20 02:57:24,1,1131962027,iZXUO4qzTRSjL2HJLI7IvQ**,27197,Qual712-0618WaterUtilities,,,24,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.428100585938,-71.05460357666,-1
R_aiapC2HgI1hzBop,Default Response Set,Anonymous,,,24.91.71.172,0,2015-03-20 02:57:41,2015-03-20 02:57:53,1,1277743333,iZXUO4qzTRQLJwoTK_cepQ**,27197,Qual712-0618WaterUtilities,,,12,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.221099853516,-71.198501586914,-1
R_1ThOSxf9HZNgz2t,Default Response Set,Anonymous,,,65.60.109.42,0,2015-03-20 02:55:00,2015-03-20 02:58:55,1,1277744884,iZXUO4qzTRQZKOccF9BVow**,27197,Qual712-0618WaterUtilities,1,,235,19204505579323,1,1,1,1,1,7,7,7,4,5,4,4,1,Cooking and drinking,1,1,1,7,3,4,3,7,4,4,4,4,6,4,4,4,5,4,6,4,4,,33.71989440918,-117.90319824219,-1
R_2nHKPya3Nxzw2Pz,Default Response Set,Anonymous,,,70.193.247.73,0,2015-03-20 02:58:34,2015-03-20 02:59:12,1,1277790629,iZXUO4qzTRRbi4nX8irCsw**,27197,Qual712-0618WaterUtilities,2,otherCity,38,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.022201538086,-81.732902526855,-1
R_8c9UaY6hwY0vdcN,Default Response Set,Anonymous,,,167.219.88.140,0,2015-03-20 02:58:42,2015-03-20 02:59:27,1,1277763614,iZXUO4qzTRRXnBYoC7Z3aw**,27197,Qual712-0618WaterUtilities,,,45,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.766204833984,-73.986198425293,-1
R_81vyhHvK1I18lil,Default Response Set,Anonymous,,,75.68.87.25,0,2015-03-20 02:59:45,2015-03-20 03:00:03,1,1277763904,iZXUO4qzTRSB22g91JBxgw**,27197,Qual712-0618WaterUtilities,,,18,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.617904663086,-70.715400695801,-1
R_bvzyxugvPBmIr9r,Default Response Set,Anonymous,,,67.130.37.178,0,2015-03-20 02:56:16,2015-03-20 03:00:46,1,1277756292,iZXUO4qzTRSinSG5PB14Rw**,27197,Qual712-0618WaterUtilities,1,,270,19204677041563,1,2,1,2,3,3,3,1,3,6,5,3,2,Showers and laundry,1,1,1,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,39.841705322266,-104.69580078125,-1
R_3JhtoPBjga75g2h,Default Response Set,Anonymous,,,76.208.155.169,0,2015-03-20 02:56:06,2015-03-20 03:00:51,1,1277861692,iZXUO4qzTRTTgxpVYrVGiA**,27197,Qual712-0618WaterUtilities,1,,285,19206261203563,1,1,1,1,1,7,7,7,4,4,1,4,4,drinking,1,1,1,7,6,6,6,6,6,6,5,6,4,6,4,4,5,4,6,4,5,,34.076400756836,-118.26260375977,-1
R_2o5e8cD4haLKVRr,Default Response Set,Anonymous,,,76.168.153.44,0,2015-03-20 02:58:33,2015-03-20 03:01:38,1,1208558728,iZXUO4qzTRSBwi24AujhVQ**,27197,Qual712-0618WaterUtilities,1,,185,18164637654643,1,1,1,2,2,6,6,6,4,4,4,6,4,batinG,1,1,1,7,4,6,4,6,5,5,4,4,4,4,4,4,3,4,6,4,5,none,33.994995117188,-118.39170074463,-1
R_bjyn4A4VtusbAXj,Default Response Set,Anonymous,,,73.34.126.5,0,2015-03-20 02:55:59,2015-03-20 03:01:44,1,1207794714,iZXUO4qzTRQ3Q4--bHL2vw**,27197,Qual712-0618WaterUtilities,1,,345,18153154524223,1,2,1,1,2,4,7,7,1,7,4,7,7,"cleaning (clothes, dishes, showers)",1,1,1,7,6,6,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6,n/a,39.443893432617,-104.85150146484,-1
R_8AlNWSZgzMvahUx,Default Response Set,Anonymous,,,68.225.244.212,0,2015-03-20 03:00:39,2015-03-20 03:02:30,1,1275858672,iZXUO4qzTRTa-9O34Xr4DQ**,27197,Qual712-0618WaterUtilities,1,,111,19176155812963,1,1,1,1,1,7,4,7,4,4,4,4,4,i do not know,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,none,33.758407592773,-118.31629943848,-1
R_cVj80IH6TLhMoPH,Default Response Set,Anonymous,,,70.192.37.159,0,2015-03-20 03:02:19,2015-03-20 03:02:32,1,1271581173,iZXUO4qzTRStKM8L2FL1Cw**,27197,Qual712-0618WaterUtilities,,,13,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.362594604492,-71.202301025391,-1
R_3siCw2gq29kAFG5,Default Response Set,Anonymous,,,207.8.109.37,0,2015-03-20 02:54:06,2015-03-20 03:02:42,1,1277796164,iZXUO4qzTRRNxFdPAzqHyA**,27197,Qual712-0618WaterUtilities,1,,516,19205276317723,1,1,1,1,1,4,7,7,3,7,7,7,7,"shower, cleaning, flushing!",1,1,1,7,1,3,1,6,4,6,4,6,4,4,4,4,3,4,6,4,4,do not have much interaction with water co,34.052200317383,-118.24369812012,-1
R_7VBs1EbDLl1pr01,Default Response Set,Anonymous,,,108.7.67.15,0,2015-03-20 03:02:30,2015-03-20 03:02:42,1,1081925449,iZXUO4qzTRT4LwaKjbWnJw**,27197,Qual712-0618WaterUtilities,,,12,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15559387207,-71.426803588867,-1
R_cZmSdoU6jrXZsjz,Default Response Set,Anonymous,,,134.241.223.119,0,2015-03-20 03:02:40,2015-03-20 03:02:50,1,1264918222,iZXUO4qzTRQ9MfuwFJSIlw**,27197,Qual712-0618WaterUtilities,,,10,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.278793334961,-71.443496704102,-1
R_e4FAFgBbIn9jemN,Default Response Set,Anonymous,,,96.230.57.158,0,2015-03-20 03:02:25,2015-03-20 03:03:05,1,1276866648,iZXUO4qzTRT9oQwPAHaPcg**,27197,Qual712-0618WaterUtilities,,,40,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.428100585938,-71.05460357666,-1
R_0fxBmypnzjTdNaZ,Default Response Set,Anonymous,,,204.107.53.153,0,2015-03-20 02:59:33,2015-03-20 03:03:07,1,1278680146,iZXUO4qzTRR5q466x0YFDQ**,27197,Qual712-0618WaterUtilities,1,,214,19218562567183,1,1,1,1,1,7,7,7,1,6,4,7,4,cooking,5,2,1,7,5,5,5,6,2,5,4,5,4,4,4,4,3,4,6,4,6,Rates are too high,38.60270690918,-121.268699646,-1
R_eUIVcAU8Iu1EXyt,Default Response Set,Anonymous,,,174.51.196.52,0,2015-03-20 03:00:25,2015-03-20 03:03:36,1,1209632202,iZXUO4qzTRSqFK3lzd5xUA**,27197,Qual712-0618WaterUtilities,1,,191,18180771968863,1,2,1,1,1,6,7,7,6,2,2,2,2,Drinking water,1,1,1,7,7,7,7,7,7,7,7,7,4,7,4,4,7,4,7,4,6,,39.548706054688,-105.17449951172,-1
R_bpEh8QNophrdQpf,Default Response Set,Anonymous,,,166.171.186.183,0,2015-03-20 03:03:20,2015-03-20 03:03:49,1,1277791883,iZXUO4qzTRT2M_F6AdPUzg**,27197,Qual712-0618WaterUtilities,,,29,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.726699829102,-73.998100280762,-1
R_6QXULii8QxJv5LD,Default Response Set,Anonymous,,,209.36.42.194,0,2015-03-20 02:50:49,2015-03-20 03:03:50,1,1277760893,iZXUO4qzTRQ29as-GDjRRg**,27197,Qual712-0618WaterUtilities,1,,781,19204746194593,1,1,1,1,2,7,6,7,4,4,4,4,4,"kitchen -  washing dishes, dishwasher, cleaning food/vegetable, washing machine",2,1,1,6,5,5,4,3,4,4,4,4,4,4,4,4,3,4,5,4,4,"should provide a ""N/A"" response if no contact with water company",33.994995117188,-118.39170074463,-1
R_bDwWmxa9LJvmP6R,Default Response Set,Anonymous,,,73.217.10.40,0,2015-03-20 02:59:53,2015-03-20 03:03:56,1,1273069713,iZXUO4qzTRRYz7Ra9zleiw**,27197,Qual712-0618WaterUtilities,1,,243,19134237759193,1,2,1,1,1,7,7,7,5,2,2,2,4,Drinking,2,3,1,7,6,6,6,6,6,6,4,6,4,6,6,4,6,6,6,4,6,Continue to provide the service that you have in the past!,39.613006591797,-105.06269836426,-1
R_a2IScql8UwJNfMN,Default Response Set,Anonymous,,,24.60.42.8,0,2015-03-20 03:03:47,2015-03-20 03:03:58,1,1277751620,iZXUO4qzTRRjiiPfIupJcg**,27197,Qual712-0618WaterUtilities,,,11,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.215896606445,-70.879302978516,-1
R_9zchSsYnNAKFUHP,Default Response Set,Anonymous,,,216.4.56.179,0,2015-03-20 03:01:49,2015-03-20 03:04:50,1,1237893635,iZXUO4qzTRRNBHy-g632kw**,27197,Qual712-0618WaterUtilities,2,attention,181,,1,1,1,4,2,3,1,4,2,4,3,2,4,Drinking water,6,6,0,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_7VXQx7JVjPQrcwt,Default Response Set,Anonymous,,,24.91.213.110,0,2015-03-20 03:04:36,2015-03-20 03:04:55,1,1259678678,iZXUO4qzTRSNeUbflcLPPw**,27197,Qual712-0618WaterUtilities,2,otherCity,19,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.837097167969,-71.159896850586,-1
R_9ZAuSawU6yEBiip,Default Response Set,Anonymous,,,24.218.242.175,0,2015-03-20 03:04:45,2015-03-20 03:05:12,1,1254328485,iZXUO4qzTRRbGGHIlhvfLg**,27197,Qual712-0618WaterUtilities,2,otherCity,27,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.48779296875,-71.276397705078,-1
R_6DRjM2GVVmaRqsJ,Default Response Set,Anonymous,,,108.209.181.197,0,2015-03-20 03:04:39,2015-03-20 03:05:31,1,1220223479,iZXUO4qzTRQGDBeq6ojmgQ**,27197,Qual712-0618WaterUtilities,2,attention,52,,1,1,1,3,3,4,4,4,4,5,6,5,5,to wash dishes ,4,3,0,,,,,,,,,,,,,,,,,,,,33.912902832031,-118.34390258789,-1
R_1OeJux311kBerAh,Default Response Set,Anonymous,,,50.133.237.172,0,2015-03-20 03:05:21,2015-03-20 03:05:41,1,1278156620,iZXUO4qzTRTNxQI0w63iRg**,27197,Qual712-0618WaterUtilities,,,20,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.242904663086,-71.009803771973,-1
R_0iivQ7sHMQ16h4V,Default Response Set,Anonymous,,,75.142.102.74,0,2015-03-20 03:02:39,2015-03-20 03:05:42,1,1205718162,iZXUO4qzTRRKFG0AmF4D1w**,27197,Qual712-0618WaterUtilities,1,,183,18121943947663,1,1,1,2,3,6,6,4,5,5,4,4,3,cleaning,2,1,1,6,6,6,6,6,4,6,4,4,4,4,4,4,6,4,4,5,4,no comments,34.009201049805,-118.10829925537,-1
R_ei0knkoaWfnweoZ,Default Response Set,Anonymous,,,173.14.184.38,0,2015-03-20 03:05:35,2015-03-20 03:05:54,1,1233551728,iZXUO4qzTRR46tjxfszSyw**,27197,Qual712-0618WaterUtilities,,,19,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.242904663086,-71.009803771973,-1
