Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5581454,2018-05-17,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5581452,2018-05-17,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5581653,2018-05-23,S14567,Tarnstead,E Coli,0,Orgs/100mL
5581519,2018-05-20,S13500,Southwold,Turbidity,0.1,NTU
5581668,2018-05-23,S14271,Strathmore,E Coli,0,Orgs/100mL
5848220,2018-11-28,S13397,Merton,E Coli,0,Orgs/100mL
5848234,2018-11-28,S19836,Swadlincote,Turbidity,0.1,NTU
5281356,2017-08-16,S10837,Tarnstead,E Coli,0,Orgs/100mL
5580001,2018-04-04,S13971,Snake's Canyon,Turbidity,0.05,NTU
5585897,2018-04-03,S17696,Tarnstead,THMs,0.064,mg/L
5765945,2018-09-05,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5735255,2018-08-23,S14101,Pontybridge,E Coli,0,Orgs/100mL
5735252,2018-08-23,S14271,Strathmore,Turbidity,0.2,NTU
5734839,2018-08-12,S17867,Southwold,E Coli,0,Orgs/100mL
5734772,2018-08-08,S18703,Pontybridge,Turbidity,0.2,NTU
5766759,2018-09-26,S14271,Strathmore,Turbidity,1.1,NTU
5766738,2018-09-26,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5766733,2018-09-26,S11021,Blancathey,Turbidity,0.2,NTU
5847695,2018-11-14,S17516,Blancathey,E Coli,0,Orgs/100mL
5847649,2018-11-14,S18578,Blancathey,E Coli,0,Orgs/100mL
5766225,2018-09-12,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5581188,2018-05-09,S17218,Blancathey,E Coli,0,Orgs/100mL
5581202,2018-05-08,S12377,Paethsmouth,Turbidity,0.1,NTU
5581202,2018-05-08,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5581177,2018-05-08,S16669,Bellmoral,E Coli,0,Orgs/100mL
5581204,2018-05-08,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5581205,2018-05-08,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5581203,2018-05-08,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5581206,2018-05-09,S11254,Wakefield,Turbidity,0.1,NTU
5847784,2018-11-18,S10133,Southwold,E Coli,0,Orgs/100mL
5798896,2018-10-23,S13874,Bellmoral,Turbidity,0.1,NTU
5798936,2018-10-24,S16589,Swadlincote,Turbidity,0.3,NTU
5798926,2018-10-24,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5798928,2018-10-24,S11858,Wakefield,E Coli,0,Orgs/100mL
5281388,2017-08-16,S14271,Strathmore,E Coli,0,Orgs/100mL
5281352,2017-08-16,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5281354,2017-08-16,S18682,Snake's Canyon,E Coli,0,Orgs/100mL
5889926,2018-12-19,S14271,Strathmore,E Coli,0,Orgs/100mL
5889899,2018-12-19,S16451,Blancathey,E Coli,0,Orgs/100mL
5281338,2017-08-15,S16276,Bellmoral,THMs,0.008,mg/L
5661612,2018-05-16,S13317,Pontybridge,Turbidity,0.05,NTU
5581650,2018-05-23,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5661608,2018-05-16,S15280,Strathmore,Turbidity,0.05,NTU
5581645,2018-05-23,S12437,Blancathey,E Coli,0,Orgs/100mL
5581652,2018-05-23,S13840,Wakefield,E Coli,0,Orgs/100mL
5581463,2018-05-17,S17725,Paethsmouth,Turbidity,0.05,NTU
5581647,2018-05-23,S15513,Merton,E Coli,0,Orgs/100mL
5661649,2018-05-17,S13446,Wakefield,Turbidity,0.05,NTU
5581647,2018-05-23,S15513,Merton,Turbidity,0.1,NTU
5889899,2018-12-19,S16451,Blancathey,Turbidity,0.2,NTU
5889902,2018-12-19,S19339,Paethsmouth,Turbidity,0.3,NTU
5890157,2018-12-23,S17805,Tarnstead,E Coli,0,Orgs/100mL
5281350,2017-08-16,S13397,Merton,E Coli,0,Orgs/100mL
5581629,2018-05-22,S14733,Bellmoral,Turbidity,0.2,NTU
5581667,2018-05-23,S19836,Swadlincote,Turbidity,0.05,NTU
5581651,2018-05-23,S11281,Snake's Canyon,Turbidity,0.5,NTU
5581653,2018-05-23,S14567,Tarnstead,Turbidity,0.2,NTU
5581709,2018-05-27,S17867,Southwold,E Coli,0,Orgs/100mL
5581658,2018-05-23,S16489,Paethsmouth,THMs,0.007,mg/L
5581650,2018-05-23,S16489,Paethsmouth,Turbidity,0.05,NTU
5581668,2018-05-23,S14271,Strathmore,Turbidity,0.2,NTU
5581813,2018-05-30,S19914,Merton,E Coli,0,Orgs/100mL
5581834,2018-05-30,S11422,Swadlincote,E Coli,0,Orgs/100mL
5581815,2018-05-30,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5581812,2018-05-30,S17296,Blancathey,E Coli,0,Orgs/100mL
5799901,2018-10-10,S13840,Wakefield,THMs,0.049,mg/L
5798294,2018-10-10,S18186,Merton,Turbidity,0.2,NTU
5281438,2017-08-20,S13531,Southwold,Turbidity,0.1,NTU
5281585,2017-08-23,S14065,Pontybridge,E Coli,0,Orgs/100mL
5281568,2017-08-23,S13840,Wakefield,E Coli,0,Orgs/100mL
5281555,2017-08-23,S14975,Blancathey,E Coli,0,Orgs/100mL
5281564,2017-08-23,S14415,Blancathey,E Coli,0,Orgs/100mL
5281545,2017-08-22,S14758,Bellmoral,E Coli,0,Orgs/100mL
5281567,2017-08-23,S13798,Snake's Canyon,E Coli,0,Orgs/100mL
5281586,2017-08-23,S17173,Swadlincote,E Coli,0,Orgs/100mL
5281580,2017-08-23,S13798,Snake's Canyon,THMs,0.006,mg/L
5281566,2017-08-23,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5281569,2017-08-23,S17721,Tarnstead,E Coli,0,Orgs/100mL
5281599,2017-08-23,S14065,Pontybridge,THMs,0.006,mg/L
5581709,2018-05-27,S17867,Southwold,Turbidity,0.2,NTU
5581813,2018-05-30,S19914,Merton,Turbidity,0.05,NTU
5281633,2017-08-27,S12112,Southwold,E Coli,0,Orgs/100mL
5281633,2017-08-27,S12112,Southwold,Turbidity,0.1,NTU
5581833,2018-05-30,S18865,Pontybridge,E Coli,0,Orgs/100mL
5281579,2017-08-23,S19152,Paethsmouth,THMs,0.006,mg/L
5581815,2018-05-30,S10990,Snake's Canyon,Turbidity,0.1,NTU
5581816,2018-05-30,S16870,Wakefield,Turbidity,0.3,NTU
5581797,2018-05-29,S10232,Bellmoral,Turbidity,0.05,NTU
5581817,2018-05-30,S17721,Tarnstead,Turbidity,0.1,NTU
5581426,2018-05-15,S18588,Bellmoral,E Coli,0,Orgs/100mL
5581287,2018-05-13,S11765,Southwold,THMs,0.006,mg/L
5581474,2018-05-16,S12921,Swadlincote,E Coli,0,Orgs/100mL
5581450,2018-05-17,S18186,Merton,E Coli,0,Orgs/100mL
5581629,2018-05-22,S14733,Bellmoral,E Coli,0,Orgs/100mL
5581646,2018-05-23,S10584,Blancathey,E Coli,0,Orgs/100mL
5581648,2018-05-23,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5581649,2018-05-23,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5581651,2018-05-23,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5581667,2018-05-23,S19836,Swadlincote,E Coli,0,Orgs/100mL
5281349,2017-08-16,S19811,Blancathey,E Coli,0,Orgs/100mL
5766221,2018-09-12,S18578,Blancathey,Turbidity,0.3,NTU
5766262,2018-09-13,S14363,Swadlincote,THMs,0.011,mg/L
5766207,2018-09-11,S16669,Bellmoral,Turbidity,0.2,NTU
5766253,2018-09-13,S16901,Pontybridge,Turbidity,0.3,NTU
5766492,2018-09-18,S18588,Bellmoral,E Coli,0,Orgs/100mL
5766322,2018-09-16,S12112,Southwold,Turbidity,0.2,NTU
5766240,2018-09-12,S17081,Snake's Canyon,Turbidity,0.2,NTU
5766224,2018-09-12,S15513,Merton,Turbidity,0.2,NTU
5734526,2018-08-01,S12437,Blancathey,Turbidity,0.3,NTU
5735036,2018-08-15,S14567,Tarnstead,E Coli,0,Orgs/100mL
5735028,2018-08-15,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5765928,2018-09-05,S14975,Blancathey,E Coli,0,Orgs/100mL
5737425,2018-08-29,S13397,Merton,Turbidity,1.4,NTU
5765759,2018-09-02,S10133,Southwold,E Coli,0,Orgs/100mL
5766253,2018-09-13,S16901,Pontybridge,E Coli,0,Orgs/100mL
5766226,2018-09-12,S17923,Paethsmouth,Turbidity,0.3,NTU
5690616,2018-07-11,S16332,Paethsmouth,Turbidity,0.1,NTU
5690616,2018-07-11,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5581201,2018-05-09,S19914,Merton,THMs,0.005,mg/L
5581177,2018-05-08,S16669,Bellmoral,Turbidity,0.05,NTU
5848194,2018-11-27,S14733,Bellmoral,E Coli,0,Orgs/100mL
5848233,2018-11-28,S18344,Pontybridge,E Coli,0,Orgs/100mL
5848194,2018-11-27,S14733,Bellmoral,Turbidity,0.2,NTU
5581280,2018-05-13,S11765,Southwold,E Coli,0,Orgs/100mL
5847956,2018-11-20,S18588,Bellmoral,E Coli,0,Orgs/100mL
5798311,2018-10-10,S13840,Wakefield,E Coli,0,Orgs/100mL
5798306,2018-10-10,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5798311,2018-10-10,S13840,Wakefield,Turbidity,0.2,NTU
5798292,2018-10-10,S17296,Blancathey,Turbidity,0.2,NTU
5798309,2018-10-10,S17906,Snake's Canyon,Turbidity,0.2,NTU
5798292,2018-10-10,S17296,Blancathey,E Coli,0,Orgs/100mL
5281351,2017-08-16,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5281336,2017-08-16,S14755,Blancathey,E Coli,0,Orgs/100mL
5581672,2018-05-23,S14567,Tarnstead,THMs,0.05,mg/L
5581646,2018-05-23,S10584,Blancathey,Turbidity,0.1,NTU
5581659,2018-05-23,S13840,Wakefield,THMs,0.05,mg/L
5581817,2018-05-30,S17721,Tarnstead,E Coli,0,Orgs/100mL
5581833,2018-05-30,S18865,Pontybridge,Turbidity,0.3,NTU
5281565,2017-08-23,S18186,Merton,E Coli,0,Orgs/100mL
5281587,2017-08-23,S11076,Strathmore,E Coli,0,Orgs/100mL
5581652,2018-05-23,S13840,Wakefield,Turbidity,0.05,NTU
5581676,2018-05-23,S18344,Pontybridge,THMs,0.007,mg/L
5581666,2018-05-23,S18344,Pontybridge,Turbidity,0.05,NTU
5581835,2018-05-30,S16510,Strathmore,E Coli,0,Orgs/100mL
5581797,2018-05-29,S10232,Bellmoral,E Coli,0,Orgs/100mL
5581811,2018-05-30,S14514,Blancathey,Turbidity,0.05,NTU
5581868,2018-06-03,S14925,Southwold,E Coli,0,Orgs/100mL
5890157,2018-12-23,S17805,Tarnstead,Turbidity,0.1,NTU
5581816,2018-05-30,S16870,Wakefield,E Coli,0,Orgs/100mL
5581835,2018-05-30,S16510,Strathmore,Turbidity,0.05,NTU
5581814,2018-05-30,S19541,Paethsmouth,Turbidity,0.1,NTU
5581811,2018-05-30,S14514,Blancathey,E Coli,0,Orgs/100mL
5581814,2018-05-30,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5581834,2018-05-30,S11422,Swadlincote,Turbidity,0.1,NTU
5281438,2017-08-20,S13531,Southwold,E Coli,0,Orgs/100mL
5281355,2017-08-16,S11254,Wakefield,E Coli,0,Orgs/100mL
5281361,2017-08-16,S11254,Wakefield,THMs,0.027,mg/L
5281353,2017-08-16,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5281387,2017-08-16,S16589,Swadlincote,THMs,0.007,mg/L
5281348,2017-08-16,S14755,Blancathey,THMs,0.006,mg/L
5581464,2018-05-17,S17906,Snake's Canyon,THMs,0.006,mg/L
5281375,2017-08-16,S16589,Swadlincote,E Coli,0,Orgs/100mL
5737432,2018-08-29,S12566,Swadlincote,Turbidity,0.2,NTU
5765916,2018-09-04,S16276,Bellmoral,E Coli,0,Orgs/100mL
5798927,2018-10-24,S13798,Snake's Canyon,Turbidity,0.2,NTU
5799180,2018-11-01,S13306,Pontybridge,E Coli,0,Orgs/100mL
5767658,2018-09-12,S16870,Wakefield,THMs,0.011,mg/L
5847142,2018-11-04,S14925,Southwold,E Coli,0,Orgs/100mL
5799161,2018-11-01,S14755,Blancathey,Turbidity,0.3,NTU
5690642,2018-07-11,S15163,Strathmore,E Coli,0,Orgs/100mL
5690621,2018-07-11,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5799194,2018-11-01,S14271,Strathmore,E Coli,0,Orgs/100mL
5799163,2018-11-01,S15513,Merton,Turbidity,0.1,NTU
5799194,2018-11-01,S14271,Strathmore,Turbidity,0.2,NTU
5847700,2018-11-14,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5690618,2018-07-11,S11858,Wakefield,E Coli,0,Orgs/100mL
5690576,2018-07-10,S16669,Bellmoral,Turbidity,0.3,NTU
5847697,2018-11-14,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5690620,2018-07-11,S15984,Blancathey,E Coli,0,Orgs/100mL
5690612,2018-07-11,S17516,Blancathey,E Coli,0,Orgs/100mL
5847699,2018-11-14,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5847696,2018-11-14,S15513,Merton,E Coli,0,Orgs/100mL
5847702,2018-11-14,S13840,Wakefield,E Coli,0,Orgs/100mL
5799170,2018-11-01,S18682,Snake's Canyon,E Coli,0,Orgs/100mL
5799173,2018-11-01,S10837,Tarnstead,E Coli,0,Orgs/100mL
5581280,2018-05-13,S11765,Southwold,Turbidity,0.1,NTU
5581205,2018-05-08,S16474,Snake's Canyon,Turbidity,0.2,NTU
5581426,2018-05-15,S18588,Bellmoral,Turbidity,0.1,NTU
5584623,2018-05-15,S18588,Bellmoral,THMs,0.007,mg/L
5581519,2018-05-20,S13500,Southwold,E Coli,0,Orgs/100mL
5581482,2018-05-16,S12921,Swadlincote,THMs,0.007,mg/L
5581453,2018-05-17,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5581437,2018-05-17,S14790,Blancathey,E Coli,0,Orgs/100mL
5581456,2018-05-17,S17696,Tarnstead,E Coli,0,Orgs/100mL
5581473,2018-05-16,S13317,Pontybridge,E Coli,0,Orgs/100mL
5581449,2018-05-17,S14317,Blancathey,E Coli,0,Orgs/100mL
5848220,2018-11-28,S13397,Merton,Turbidity,0.2,NTU
5798323,2018-10-10,S16510,Strathmore,Turbidity,5.74,NTU
5889579,2018-12-12,S15280,Strathmore,E Coli,0,Orgs/100mL
5581451,2018-05-17,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5581482,2018-05-16,S12921,Swadlincote,Turbidity,0.05,NTU
5889874,2018-12-18,S17769,Bellmoral,E Coli,0,Orgs/100mL
5889656,2018-12-16,S14049,Southwold,Turbidity,0.2,NTU
5889924,2018-12-19,S12119,Pontybridge,E Coli,0,Orgs/100mL
5889900,2018-12-19,S14759,Blancathey,E Coli,0,Orgs/100mL
5889925,2018-12-19,S18255,Swadlincote,E Coli,0,Orgs/100mL
5889906,2018-12-19,S17696,Tarnstead,E Coli,0,Orgs/100mL
5889903,2018-12-19,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5847956,2018-11-20,S18588,Bellmoral,Turbidity,0.1,NTU
